gb|AAKM01001413	AAKM01001413
gb|AAKM01001771	AAKM01001771
gb|AAKM01001774	AAKM01001774
gb|AAKM01001773	AAKM01001773
gb|AAKM01001776	AAKM01001776
gb|AAKM01002251	AAKM01002251
gb|AAKM01001775	AAKM01001775
gb|AAKM01002252	AAKM01002252
gb|AAKM01001778	AAKM01001778
gb|AAKM01002253	AAKM01002253
gb|AAKM01001777	AAKM01001777
gb|AAKM01002254	AAKM01002254
gb|AAKM01002255	AAKM01002255
gb|AAKM01001779	AAKM01001779
gb|AAKM01002256	AAKM01002256
gb|AAKM01002257	AAKM01002257
gb|AAKM01002258	AAKM01002258
gb|AAKM01002658	AAKM01002658
gb|AAKM01002657	AAKM01002657
gb|AAKM01002656	AAKM01002656
gb|AAKM01002655	AAKM01002655
gb|AAKM01002250	AAKM01002250
gb|AAKM01002659	AAKM01002659
gb|AAKM01002650	AAKM01002650
gb|AAKM01002654	AAKM01002654
gb|AAKM01002653	AAKM01002653
gb|AAKM01002652	AAKM01002652
gb|AAKM01002651	AAKM01002651
gb|AAKM01001781	AAKM01001781
gb|AAKM01001780	AAKM01001780
gb|AAKM01002248	AAKM01002248
gb|AAKM01002249	AAKM01002249
gb|AAKM01001785	AAKM01001785
gb|AAKM01001784	AAKM01001784
gb|AAKM01001783	AAKM01001783
gb|AAKM01001782	AAKM01001782
gb|AAKM01001789	AAKM01001789
gb|AAKM01002242	AAKM01002242
gb|AAKM01001788	AAKM01001788
gb|AAKM01002243	AAKM01002243
gb|AAKM01001787	AAKM01001787
gb|AAKM01002240	AAKM01002240
gb|AAKM01001786	AAKM01001786
gb|AAKM01002241	AAKM01002241
gb|AAKM01002246	AAKM01002246
gb|AAKM01002247	AAKM01002247
gb|AAKM01002244	AAKM01002244
gb|AAKM01002245	AAKM01002245
gb|AAKM01002236	AAKM01002236
gb|AAKM01002235	AAKM01002235
gb|AAKM01002234	AAKM01002234
gb|AAKM01002233	AAKM01002233
gb|AAKM01002232	AAKM01002232
gb|AAKM01002231	AAKM01002231
gb|AAKM01002230	AAKM01002230
gb|AAKM01002239	AAKM01002239
gb|AAKM01002238	AAKM01002238
gb|AAKM01002237	AAKM01002237
gb|AAKM01002223	AAKM01002223
gb|AAKM01002222	AAKM01002222
gb|AAKM01002225	AAKM01002225
gb|AAKM01002224	AAKM01002224
gb|AAKM01002221	AAKM01002221
gb|AAKM01002220	AAKM01002220
gb|AAKM01002227	AAKM01002227
gb|AAKM01002226	AAKM01002226
gb|AAKM01002229	AAKM01002229
gb|AAKM01002228	AAKM01002228
gb|AAKM01000203	AAKM01000203
gb|AAKM01002210	AAKM01002210
gb|AAKM01000202	AAKM01000202
gb|AAKM01000205	AAKM01000205
gb|AAKM01000204	AAKM01000204
gb|AAKM01000207	AAKM01000207
gb|AAKM01002214	AAKM01002214
gb|AAKM01000206	AAKM01000206
gb|AAKM01002213	AAKM01002213
gb|AAKM01000209	AAKM01000209
gb|AAKM01002212	AAKM01002212
gb|AAKM01000208	AAKM01000208
gb|AAKM01002211	AAKM01002211
gb|AAKM01002218	AAKM01002218
gb|AAKM01002217	AAKM01002217
gb|AAKM01002216	AAKM01002216
gb|AAKM01002215	AAKM01002215
gb|AAKM01000201	AAKM01000201
gb|AAKM01000200	AAKM01000200
gb|AAKM01002219	AAKM01002219
gb|AAKM01000216	AAKM01000216
gb|AAKM01000215	AAKM01000215
gb|AAKM01000214	AAKM01000214
gb|AAKM01000213	AAKM01000213
gb|AAKM01002201	AAKM01002201
gb|AAKM01000219	AAKM01000219
gb|AAKM01002200	AAKM01002200
gb|AAKM01000218	AAKM01000218
gb|AAKM01002203	AAKM01002203
gb|AAKM01000217	AAKM01000217
gb|AAKM01002202	AAKM01002202
gb|AAKM01002205	AAKM01002205
gb|AAKM01002204	AAKM01002204
gb|AAKM01002207	AAKM01002207
gb|AAKM01002206	AAKM01002206
gb|AAKM01000212	AAKM01000212
gb|AAKM01002209	AAKM01002209
gb|AAKM01000211	AAKM01000211
gb|AAKM01002208	AAKM01002208
gb|AAKM01000210	AAKM01000210
gb|AAKM01000580	AAKM01000580
gb|AAKM01000582	AAKM01000582
gb|AAKM01000581	AAKM01000581
gb|AAKM01001300	AAKM01001300
gb|AAKM01000584	AAKM01000584
gb|AAKM01001301	AAKM01001301
gb|AAKM01000583	AAKM01000583
gb|AAKM01000586	AAKM01000586
gb|AAKM01000585	AAKM01000585
gb|AAKM01001304	AAKM01001304
gb|AAKM01000588	AAKM01000588
gb|AAKM01001305	AAKM01001305
gb|AAKM01000587	AAKM01000587
gb|AAKM01001302	AAKM01001302
gb|AAKM01001303	AAKM01001303
gb|AAKM01000589	AAKM01000589
gb|AAKM01001308	AAKM01001308
gb|AAKM01001309	AAKM01001309
gb|AAKM01001306	AAKM01001306
gb|AAKM01001307	AAKM01001307
gb|AAKM01001701	AAKM01001701
gb|AAKM01001700	AAKM01001700
gb|AAKM01001703	AAKM01001703
gb|AAKM01001702	AAKM01001702
gb|AAKM01001705	AAKM01001705
gb|AAKM01001704	AAKM01001704
gb|AAKM01001706	AAKM01001706
gb|AAKM01000593	AAKM01000593
gb|AAKM01001707	AAKM01001707
gb|AAKM01000592	AAKM01000592
gb|AAKM01001708	AAKM01001708
gb|AAKM01000591	AAKM01000591
gb|AAKM01001709	AAKM01001709
gb|AAKM01000590	AAKM01000590
gb|AAKM01000597	AAKM01000597
gb|AAKM01000596	AAKM01000596
gb|AAKM01000595	AAKM01000595
gb|AAKM01000594	AAKM01000594
gb|AAKM01000599	AAKM01000599
gb|AAKM01000598	AAKM01000598
gb|AAKM01000697	AAKM01000697
gb|AAKM01000698	AAKM01000698
gb|AAKM01000699	AAKM01000699
gb|AAKM01000160	AAKM01000160
gb|AAKM01000690	AAKM01000690
gb|AAKM01000691	AAKM01000691
gb|AAKM01000692	AAKM01000692
gb|AAKM01000693	AAKM01000693
gb|AAKM01000694	AAKM01000694
gb|AAKM01000695	AAKM01000695
gb|AAKM01000696	AAKM01000696
gb|AAKM01000159	AAKM01000159
gb|AAKM01000158	AAKM01000158
gb|AAKM01000151	AAKM01000151
gb|AAKM01000150	AAKM01000150
gb|AAKM01000153	AAKM01000153
gb|AAKM01000152	AAKM01000152
gb|AAKM01000155	AAKM01000155
gb|AAKM01000154	AAKM01000154
gb|AAKM01000157	AAKM01000157
gb|AAKM01000156	AAKM01000156
gb|AAKM01001204	AAKM01001204
gb|AAKM01000688	AAKM01000688
gb|AAKM01001203	AAKM01001203
gb|AAKM01000689	AAKM01000689
gb|AAKM01001206	AAKM01001206
gb|AAKM01000686	AAKM01000686
gb|AAKM01001205	AAKM01001205
gb|AAKM01000687	AAKM01000687
gb|AAKM01001208	AAKM01001208
gb|AAKM01001207	AAKM01001207
gb|AAKM01001209	AAKM01001209
gb|AAKM01000680	AAKM01000680
gb|AAKM01000681	AAKM01000681
gb|AAKM01001200	AAKM01001200
gb|AAKM01000684	AAKM01000684
gb|AAKM01000685	AAKM01000685
gb|AAKM01001202	AAKM01001202
gb|AAKM01000682	AAKM01000682
gb|AAKM01001201	AAKM01001201
gb|AAKM01000683	AAKM01000683
gb|AAKM01000149	AAKM01000149
gb|AAKM01000148	AAKM01000148
gb|AAKM01000147	AAKM01000147
gb|AAKM01000142	AAKM01000142
gb|AAKM01000141	AAKM01000141
gb|AAKM01000140	AAKM01000140
gb|AAKM01000146	AAKM01000146
gb|AAKM01000145	AAKM01000145
gb|AAKM01000144	AAKM01000144
gb|AAKM01000143	AAKM01000143
gb|AAKM01000679	AAKM01000679
gb|AAKM01000180	AAKM01000180
gb|AAKM01000181	AAKM01000181
gb|AAKM01001219	AAKM01001219
gb|AAKM01000182	AAKM01000182
gb|AAKM01001218	AAKM01001218
gb|AAKM01001217	AAKM01001217
gb|AAKM01000675	AAKM01000675
gb|AAKM01001216	AAKM01001216
gb|AAKM01000676	AAKM01000676
gb|AAKM01001215	AAKM01001215
gb|AAKM01000677	AAKM01000677
gb|AAKM01001214	AAKM01001214
gb|AAKM01000678	AAKM01000678
gb|AAKM01001213	AAKM01001213
gb|AAKM01000671	AAKM01000671
gb|AAKM01001212	AAKM01001212
gb|AAKM01000672	AAKM01000672
gb|AAKM01001211	AAKM01001211
gb|AAKM01000673	AAKM01000673
gb|AAKM01001210	AAKM01001210
gb|AAKM01000674	AAKM01000674
gb|AAKM01000670	AAKM01000670
gb|AAKM01000177	AAKM01000177
gb|AAKM01000176	AAKM01000176
gb|AAKM01000179	AAKM01000179
gb|AAKM01000178	AAKM01000178
gb|AAKM01000173	AAKM01000173
gb|AAKM01000172	AAKM01000172
gb|AAKM01000175	AAKM01000175
gb|AAKM01000174	AAKM01000174
gb|AAKM01000170	AAKM01000170
gb|AAKM01000171	AAKM01000171
gb|AAKM01001229	AAKM01001229
gb|AAKM01000668	AAKM01000668
gb|AAKM01000669	AAKM01000669
gb|AAKM01001226	AAKM01001226
gb|AAKM01000666	AAKM01000666
gb|AAKM01001225	AAKM01001225
gb|AAKM01000667	AAKM01000667
gb|AAKM01001228	AAKM01001228
gb|AAKM01000664	AAKM01000664
gb|AAKM01001227	AAKM01001227
gb|AAKM01000665	AAKM01000665
gb|AAKM01001222	AAKM01001222
gb|AAKM01000662	AAKM01000662
gb|AAKM01001221	AAKM01001221
gb|AAKM01000663	AAKM01000663
gb|AAKM01001224	AAKM01001224
gb|AAKM01000660	AAKM01000660
gb|AAKM01001223	AAKM01001223
gb|AAKM01000661	AAKM01000661
gb|AAKM01001220	AAKM01001220
gb|AAKM01000169	AAKM01000169
gb|AAKM01000168	AAKM01000168
gb|AAKM01000167	AAKM01000167
gb|AAKM01000166	AAKM01000166
gb|AAKM01000165	AAKM01000165
gb|AAKM01000164	AAKM01000164
gb|AAKM01000163	AAKM01000163
gb|AAKM01000162	AAKM01000162
gb|AAKM01000161	AAKM01000161
gb|AAKM01001230	AAKM01001230
gb|AAKM01001231	AAKM01001231
gb|AAKM01001234	AAKM01001234
gb|AAKM01000650	AAKM01000650
gb|AAKM01001235	AAKM01001235
gb|AAKM01001232	AAKM01001232
gb|AAKM01000652	AAKM01000652
gb|AAKM01001233	AAKM01001233
gb|AAKM01000651	AAKM01000651
gb|AAKM01001238	AAKM01001238
gb|AAKM01000654	AAKM01000654
gb|AAKM01001239	AAKM01001239
gb|AAKM01000653	AAKM01000653
gb|AAKM01001236	AAKM01001236
gb|AAKM01000656	AAKM01000656
gb|AAKM01001237	AAKM01001237
gb|AAKM01000655	AAKM01000655
gb|AAKM01000658	AAKM01000658
gb|AAKM01000657	AAKM01000657
gb|AAKM01000659	AAKM01000659
gb|AAKM01000110	AAKM01000110
gb|AAKM01000111	AAKM01000111
gb|AAKM01000112	AAKM01000112
gb|AAKM01000113	AAKM01000113
gb|AAKM01000114	AAKM01000114
gb|AAKM01000115	AAKM01000115
gb|AAKM01000116	AAKM01000116
gb|AAKM01000117	AAKM01000117
gb|AAKM01000118	AAKM01000118
gb|AAKM01000119	AAKM01000119
gb|AAKM01001240	AAKM01001240
gb|AAKM01001241	AAKM01001241
gb|AAKM01001242	AAKM01001242
gb|AAKM01001243	AAKM01001243
gb|AAKM01000641	AAKM01000641
gb|AAKM01001244	AAKM01001244
gb|AAKM01000640	AAKM01000640
gb|AAKM01001245	AAKM01001245
gb|AAKM01001246	AAKM01001246
gb|AAKM01001247	AAKM01001247
gb|AAKM01000645	AAKM01000645
gb|AAKM01001248	AAKM01001248
gb|AAKM01000644	AAKM01000644
gb|AAKM01001249	AAKM01001249
gb|AAKM01000643	AAKM01000643
gb|AAKM01000642	AAKM01000642
gb|AAKM01000649	AAKM01000649
gb|AAKM01000648	AAKM01000648
gb|AAKM01000647	AAKM01000647
gb|AAKM01000646	AAKM01000646
gb|AAKM01000101	AAKM01000101
gb|AAKM01000102	AAKM01000102
gb|AAKM01000100	AAKM01000100
gb|AAKM01000105	AAKM01000105
gb|AAKM01000106	AAKM01000106
gb|AAKM01000103	AAKM01000103
gb|AAKM01000104	AAKM01000104
gb|AAKM01000109	AAKM01000109
gb|AAKM01000107	AAKM01000107
gb|AAKM01000108	AAKM01000108
gb|AAKM01001256	AAKM01001256
gb|AAKM01001257	AAKM01001257
gb|AAKM01001254	AAKM01001254
gb|AAKM01000630	AAKM01000630
gb|AAKM01001255	AAKM01001255
gb|AAKM01001252	AAKM01001252
gb|AAKM01001253	AAKM01001253
gb|AAKM01001250	AAKM01001250
gb|AAKM01001251	AAKM01001251
gb|AAKM01000636	AAKM01000636
gb|AAKM01000635	AAKM01000635
gb|AAKM01000638	AAKM01000638
gb|AAKM01000637	AAKM01000637
gb|AAKM01000632	AAKM01000632
gb|AAKM01000631	AAKM01000631
gb|AAKM01001258	AAKM01001258
gb|AAKM01000634	AAKM01000634
gb|AAKM01001259	AAKM01001259
gb|AAKM01000633	AAKM01000633
gb|AAKM01000132	AAKM01000132
gb|AAKM01000133	AAKM01000133
gb|AAKM01000134	AAKM01000134
gb|AAKM01000135	AAKM01000135
gb|AAKM01000639	AAKM01000639
gb|AAKM01000130	AAKM01000130
gb|AAKM01000131	AAKM01000131
gb|AAKM01001260	AAKM01001260
gb|AAKM01000136	AAKM01000136
gb|AAKM01000137	AAKM01000137
gb|AAKM01000138	AAKM01000138
gb|AAKM01000139	AAKM01000139
gb|AAKM01001265	AAKM01001265
gb|AAKM01001266	AAKM01001266
gb|AAKM01001267	AAKM01001267
gb|AAKM01001268	AAKM01001268
gb|AAKM01001261	AAKM01001261
gb|AAKM01001262	AAKM01001262
gb|AAKM01001263	AAKM01001263
gb|AAKM01001264	AAKM01001264
gb|AAKM01000627	AAKM01000627
gb|AAKM01000626	AAKM01000626
gb|AAKM01000625	AAKM01000625
gb|AAKM01000624	AAKM01000624
gb|AAKM01001269	AAKM01001269
gb|AAKM01000623	AAKM01000623
gb|AAKM01000622	AAKM01000622
gb|AAKM01000621	AAKM01000621
gb|AAKM01000620	AAKM01000620
gb|AAKM01000123	AAKM01000123
gb|AAKM01000124	AAKM01000124
gb|AAKM01000121	AAKM01000121
gb|AAKM01000122	AAKM01000122
gb|AAKM01000120	AAKM01000120
gb|AAKM01000628	AAKM01000628
gb|AAKM01000629	AAKM01000629
gb|AAKM01000129	AAKM01000129
gb|AAKM01001271	AAKM01001271
gb|AAKM01001270	AAKM01001270
gb|AAKM01000127	AAKM01000127
gb|AAKM01000128	AAKM01000128
gb|AAKM01000125	AAKM01000125
gb|AAKM01000126	AAKM01000126
gb|AAKM01001687	AAKM01001687
gb|AAKM01001688	AAKM01001688
gb|AAKM01001689	AAKM01001689
gb|AAKM01001280	AAKM01001280
gb|AAKM01001281	AAKM01001281
gb|AAKM01001282	AAKM01001282
gb|AAKM01001680	AAKM01001680
gb|AAKM01000619	AAKM01000619
gb|AAKM01001681	AAKM01001681
gb|AAKM01000618	AAKM01000618
gb|AAKM01001682	AAKM01001682
gb|AAKM01000617	AAKM01000617
gb|AAKM01001683	AAKM01001683
gb|AAKM01001684	AAKM01001684
gb|AAKM01001685	AAKM01001685
gb|AAKM01001686	AAKM01001686
gb|AAKM01000611	AAKM01000611
gb|AAKM01000612	AAKM01000612
gb|AAKM01000610	AAKM01000610
gb|AAKM01002750	AAKM01002750
gb|AAKM01000615	AAKM01000615
gb|AAKM01002751	AAKM01002751
gb|AAKM01000616	AAKM01000616
gb|AAKM01002752	AAKM01002752
gb|AAKM01000613	AAKM01000613
gb|AAKM01002753	AAKM01002753
gb|AAKM01000614	AAKM01000614
gb|AAKM01001273	AAKM01001273
gb|AAKM01002754	AAKM01002754
gb|AAKM01001272	AAKM01001272
gb|AAKM01002755	AAKM01002755
gb|AAKM01001275	AAKM01001275
gb|AAKM01002756	AAKM01002756
gb|AAKM01001274	AAKM01001274
gb|AAKM01002757	AAKM01002757
gb|AAKM01001277	AAKM01001277
gb|AAKM01002758	AAKM01002758
gb|AAKM01001276	AAKM01001276
gb|AAKM01002759	AAKM01002759
gb|AAKM01001279	AAKM01001279
gb|AAKM01001278	AAKM01001278
gb|AAKM01001678	AAKM01001678
gb|AAKM01001679	AAKM01001679
gb|AAKM01001676	AAKM01001676
gb|AAKM01001677	AAKM01001677
gb|AAKM01001292	AAKM01001292
gb|AAKM01001293	AAKM01001293
gb|AAKM01001290	AAKM01001290
gb|AAKM01001291	AAKM01001291
gb|AAKM01001670	AAKM01001670
gb|AAKM01000607	AAKM01000607
gb|AAKM01001671	AAKM01001671
gb|AAKM01000606	AAKM01000606
gb|AAKM01000609	AAKM01000609
gb|AAKM01000608	AAKM01000608
gb|AAKM01001674	AAKM01001674
gb|AAKM01001675	AAKM01001675
gb|AAKM01001672	AAKM01001672
gb|AAKM01001673	AAKM01001673
gb|AAKM01000600	AAKM01000600
gb|AAKM01000601	AAKM01000601
gb|AAKM01002741	AAKM01002741
gb|AAKM01000602	AAKM01000602
gb|AAKM01002742	AAKM01002742
gb|AAKM01000603	AAKM01000603
gb|AAKM01000604	AAKM01000604
gb|AAKM01002740	AAKM01002740
gb|AAKM01000605	AAKM01000605
gb|AAKM01001286	AAKM01001286
gb|AAKM01002745	AAKM01002745
gb|AAKM01001285	AAKM01001285
gb|AAKM01002746	AAKM01002746
gb|AAKM01001284	AAKM01001284
gb|AAKM01002743	AAKM01002743
gb|AAKM01001283	AAKM01001283
gb|AAKM01002744	AAKM01002744
gb|AAKM01002749	AAKM01002749
gb|AAKM01001289	AAKM01001289
gb|AAKM01001288	AAKM01001288
gb|AAKM01002747	AAKM01002747
gb|AAKM01001287	AAKM01001287
gb|AAKM01002748	AAKM01002748
gb|AAKM01002730	AAKM01002730
gb|AAKM01002731	AAKM01002731
gb|AAKM01001299	AAKM01001299
gb|AAKM01002736	AAKM01002736
gb|AAKM01001298	AAKM01001298
gb|AAKM01002737	AAKM01002737
gb|AAKM01002738	AAKM01002738
gb|AAKM01002739	AAKM01002739
gb|AAKM01001295	AAKM01001295
gb|AAKM01002732	AAKM01002732
gb|AAKM01001294	AAKM01001294
gb|AAKM01002733	AAKM01002733
gb|AAKM01001297	AAKM01001297
gb|AAKM01002734	AAKM01002734
gb|AAKM01001296	AAKM01001296
gb|AAKM01002735	AAKM01002735
gb|AAKM01001698	AAKM01001698
gb|AAKM01001699	AAKM01001699
gb|AAKM01002729	AAKM01002729
gb|AAKM01001696	AAKM01001696
gb|AAKM01001697	AAKM01001697
gb|AAKM01001694	AAKM01001694
gb|AAKM01001695	AAKM01001695
gb|AAKM01001692	AAKM01001692
gb|AAKM01001693	AAKM01001693
gb|AAKM01001690	AAKM01001690
gb|AAKM01001691	AAKM01001691
gb|AAKM01002720	AAKM01002720
gb|AAKM01002727	AAKM01002727
gb|AAKM01002728	AAKM01002728
gb|AAKM01002725	AAKM01002725
gb|AAKM01002726	AAKM01002726
gb|AAKM01002723	AAKM01002723
gb|AAKM01002724	AAKM01002724
gb|AAKM01002721	AAKM01002721
gb|AAKM01002722	AAKM01002722
gb|AAKM01000196	AAKM01000196
gb|AAKM01000197	AAKM01000197
gb|AAKM01000194	AAKM01000194
gb|AAKM01000195	AAKM01000195
gb|AAKM01000198	AAKM01000198
gb|AAKM01000199	AAKM01000199
gb|AAKM01002718	AAKM01002718
gb|AAKM01002719	AAKM01002719
gb|AAKM01002711	AAKM01002711
gb|AAKM01002710	AAKM01002710
gb|AAKM01002713	AAKM01002713
gb|AAKM01002712	AAKM01002712
gb|AAKM01002715	AAKM01002715
gb|AAKM01002714	AAKM01002714
gb|AAKM01002717	AAKM01002717
gb|AAKM01002716	AAKM01002716
gb|AAKM01000183	AAKM01000183
gb|AAKM01000184	AAKM01000184
gb|AAKM01000185	AAKM01000185
gb|AAKM01000186	AAKM01000186
gb|AAKM01000187	AAKM01000187
gb|AAKM01000188	AAKM01000188
gb|AAKM01000189	AAKM01000189
gb|AAKM01002709	AAKM01002709
gb|AAKM01002707	AAKM01002707
gb|AAKM01002708	AAKM01002708
gb|AAKM01002702	AAKM01002702
gb|AAKM01002701	AAKM01002701
gb|AAKM01002700	AAKM01002700
gb|AAKM01002706	AAKM01002706
gb|AAKM01002705	AAKM01002705
gb|AAKM01002704	AAKM01002704
gb|AAKM01002703	AAKM01002703
gb|AAKM01000191	AAKM01000191
gb|AAKM01000190	AAKM01000190
gb|AAKM01000193	AAKM01000193
gb|AAKM01000192	AAKM01000192
